No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
1744,MDVN,"Medivation, Inc.",Healthcare,Biotechnology,USA,3507.75,,46.88,3.69%,1468483
1745,MDXG,"MiMedx Group, Inc.",Healthcare,Medical Appliances & Equipment,USA,695.57,,7.25,0.42%,1868076
1746,MDY,SPDR S&P MidCap 400,Financial,Exchange Traded Fund,USA,12344.81,,206.85,-0.41%,2304581
1747,MEA,Metalico Inc.,Industrial Goods,Metal Fabrication,USA,61.6,,1.29,-4.44%,578046
1748,MEAS,Measurement Specialties Inc.,Technology,Scientific & Technical Instruments,USA,693.66,21.14,44.81,1.11%,111499
1749,MED,Medifast Inc.,Services,"Specialty Retail, Other",USA,355.31,19.95,25.73,0.74%,378890
1750,MEET,"MeetMe, Inc.",Technology,Internet Information Providers,USA,44.47,,1.19,-1.65%,274791
1751,MEG,"Media General, Inc.",Services,Publishing - Newspapers,USA,255.21,,9.36,-1.47%,203422
1752,MEI,Methode Electronics Inc.,Technology,Diversified Electronics,USA,599,16.68,16.01,8.47%,1006778
1753,MEIP,"MEI Pharma, Inc.",Healthcare,Drug Manufacturers - Other,USA,39.55,,7.25,-1.36%,53297
1754,MELA,"MELA Sciences, Inc.",Healthcare,Medical Instruments & Supplies,USA,28.76,,0.73,-7.22%,571111
1755,MEMP,Memorial Production Partners LP,Basic Materials,Independent Oil & Gas,USA,674.79,,19.25,0.00%,1299468
1756,MEMS,"MEMSIC, Inc.",Technology,Semiconductor - Specialized,USA,97.06,,4.04,-1.22%,45959
1757,MENT,Mentor Graphics Corp.,Technology,Technical & System Software,USA,2155.03,20.78,19.12,-0.88%,1277850
1758,MERU,"Meru Networks, Inc.",Technology,Wireless Communications,USA,82.88,,4.24,-2.64%,379579
1759,MET,"MetLife, Inc.",Financial,Life Insurance,USA,49405.55,21.25,45.04,-0.18%,13508222
1760,MFA,"MFA Financial, Inc.",Financial,REIT - Diversified,USA,2940.08,10.14,8.21,-0.36%,5150106
1761,MFB,"Maidenform Brands, Inc.",Consumer Goods,Textile - Apparel Clothing,USA,404.17,15.7,17.74,-0.06%,392463
1762,MFLX,Multi-Fineline Electronix Inc.,Technology,Printed Circuit Boards,USA,360.08,,15.13,3.00%,46505
1763,MFRM,Mattress Firm Holding Corp.,Consumer Goods,Home Furnishings & Fixtures,USA,1315.98,31.43,38.97,-0.08%,421035
1764,MG,"Mistras Group, Inc.",Services,Technical Services,USA,600.97,26.66,21.33,-0.37%,213236
1765,MGAM,Multimedia Games Inc.,Services,Gaming Activities,USA,706.04,23.02,24.63,-0.44%,440513
1766,MGC,Vanguard Mega Cap 300 Index ETF,Financial,Exchange Traded Fund,USA,,,54.65,0.26%,47620
1767,MGEE,MGE Energy Inc.,Utilities,Diversified Utilities,USA,1233.83,17.39,53.38,1.99%,117321
1768,MGI,Moneygram International Inc.,Financial,Credit Services,USA,1533.68,,21.45,5.35%,380935
1769,MGK,Vanguard Mega Cap 300 Gr Index ETF,Financial,Exchange Traded Fund,USA,,,60.33,0.08%,131299
1770,MGLN,Magellan Health Services Inc.,Healthcare,Health Care Plans,USA,1459.06,9.49,53.82,-4.25%,610709
1771,MGM,MGM Resorts International,Services,Resorts & Casinos,USA,6757.11,,13.81,-1.78%,10659656
1772,MGPI,MGP Ingredients Inc.,Consumer Goods,Processed & Packaged Goods,USA,93.83,,5.52,4.15%,17106
1773,MGRC,McGrath Rentcorp,Services,Rental & Leasing Services,USA,840.1,19.2,33.6,-0.15%,189308
1774,MGV,Vanguard Mega Cap 300 Value Index ETF,Financial,Exchange Traded Fund,USA,,,48.96,0.53%,237303
1775,MHFI,"McGraw Hill Financial, Inc.",Services,Research Services,USA,15262,23.06,54.41,-0.29%,3725259
1776,MHGC,Morgans Hotel Group Co.,Services,Lodging,USA,244.23,,7.55,0.27%,365096
1777,MHK,Mohawk Industries Inc.,Industrial Goods,Textile Industrial,USA,7558.41,29.05,108.95,-0.86%,1329933
1778,MHO,"M/I Homes, Inc.",Industrial Goods,Residential Construction,USA,504.93,24.64,22.67,-1.78%,1424391
1779,MHR,Magnum Hunter Resources Corp.,Basic Materials,Oil & Gas Drilling & Exploration,USA,596.21,,3.53,1.44%,4819616
1780,MIC,Macquarie Infrastructure Company LLC,Services,Basic Materials Wholesale,USA,2434.45,465.09,51.16,-0.08%,884420
1781,MIDD,Middleby Corp.,Industrial Goods,Diversified Machinery,USA,3063.32,24.93,166.53,0.95%,146848
1782,MIDU,Direxion Daily Mid Cap Bull 3X Shares,Financial,Exchange Traded Fund,USA,,,51.39,-0.91%,96652
1783,MIDZ,Direxion Daily Mid Cap Bear 3X Shares,Financial,Exchange Traded Fund,USA,,,32.63,0.83%,44271
1784,MIG,Meadowbrook Insurance Group Inc.,Financial,Property & Casualty Insurance,USA,391.62,35.73,7.86,-0.63%,403216
1785,MILL,"Miller Energy Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,177.38,,4.09,2.76%,259279
1786,MIND,Mitcham Industries Inc.,Technology,Scientific & Technical Instruments,USA,207.82,14.51,16.25,0.12%,86121
1787,MINI,"Mobile Mini, Inc.",Consumer Goods,Packaging & Containers,USA,1425.73,34.63,31.51,-0.63%,439647
1788,MITK,Mitek Systems Inc.,Technology,Application Software,USA,178.7,,6.75,-1.89%,1095000
1789,MITT,"AG Mortgage Investment Trust, Inc.",Financial,REIT - Diversified,USA,517.79,2.69,18.98,-0.89%,720361
1790,MJN,Mead Johnson Nutrition Company,Consumer Goods,Processed & Packaged Goods,USA,15861.28,26.08,78.25,0.18%,1379029
1791,MKC,McCormick & Co. Inc.,Consumer Goods,Processed & Packaged Goods,USA,9465.8,23.42,71.44,2.06%,1439912
1792,MKL,Markel Corp.,Financial,Property & Casualty Insurance,USA,4919.66,17.32,510.55,-1.44%,87177
1793,MKSI,MKS Instruments Inc.,Industrial Goods,Diversified Machinery,USA,1427.51,46.64,27.05,-0.73%,432840
1794,MKTG,"Responsys, Inc.",Technology,Application Software,USA,680.37,106.69,13.87,5.96%,919487
1795,MKTX,MarketAxess Holdings Inc.,Financial,Investment Brokerage - National,USA,1717.71,28.31,46.71,2.05%,283798
1796,MLHR,Herman Miller Inc.,Consumer Goods,Business Equipment,USA,1616.17,28.51,27.65,0.00%,560771
1797,MLI,Mueller Industries Inc.,Industrial Goods,Metal Fabrication,USA,1387.48,20.87,49.87,-0.48%,263147
1798,MLM,Martin Marietta Materials Inc.,Industrial Goods,General Building Materials,USA,4656.65,50.08,101.17,-3.68%,597731
1799,MLNK,"ModusLink Global Solutions, Inc.",Technology,Internet Software & Services,USA,138.63,,2.89,5.86%,415466
1800,MLPN,Credit Suisse Cushing 30 MLP Index ETN,Financial,Exchange Traded Fund,USA,,,28.5,-0.15%,680219
1801,MLR,Miller Industries Inc.,Consumer Goods,Auto Parts,USA,174.69,20.8,15.6,0.32%,40924
1802,MM,Millennial Media Inc.,Services,Marketing Services,USA,674.74,427.5,8.55,1.66%,1794658
1803,MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA,21558.32,17.72,39.34,1.13%,3930389
1804,MMLP,Martin Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,USA,1142.65,29.27,43.02,1.22%,266984
1805,MMM,3M Co.,Conglomerates,Conglomerates,USA,75737.65,17.31,109.59,0.74%,4674093
1806,MMP,Magellan Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,USA,11632.54,25.59,51.43,-0.73%,1237411
1807,MMS,"MAXIMUS, Inc.",Services,Business Services,USA,2611.22,27.36,76.6,0.13%,365608
1808,MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,471.55,32.62,11.09,2.31%,267036
1809,MN,"Manning & Napier, Inc.",Financial,Asset Management,USA,254.84,,18.76,-0.79%,100783
1810,MNI,The McClatchy Company,Services,Publishing - Newspapers,USA,198.71,,2.31,1.32%,446495
1811,MNKD,MannKind Corp.,Healthcare,Biotechnology,USA,1881.99,,6.72,0.30%,14696419
1812,MNR,Monmouth Real Estate Investment Corp.,Financial,REIT - Industrial,USA,404.34,38.72,9.68,0.10%,298183
1813,MNRO,Monro Muffler Brake Inc.,Consumer Goods,Auto Parts,USA,1502.93,36.76,48.16,-0.19%,387920
1814,MNST,Monster Beverage Corporation,Consumer Goods,Beverages - Soft Drinks,USA,9305.82,30.72,56.22,0.32%,2943320
1815,MNTA,Momenta Pharmaceuticals Inc.,Healthcare,Drugs - Generic,USA,712.94,,14.08,3.61%,951714
1816,MNTG,"MTR Gaming Group, Inc.",Services,Resorts & Casinos,USA,96.79,,3.44,-1.71%,125853
1817,MNTX,"Manitex International, Inc.",Industrial Goods,Diversified Machinery,USA,128.81,15.69,10.51,0.38%,79547
1818,MO,Altria Group Inc.,Consumer Goods,Cigarettes,USA,69964.79,16.17,34.93,1.72%,11230124
1819,MOH,Molina Healthcare Inc.,Healthcare,Health Care Plans,USA,1668.19,78.87,36.28,0.14%,531893
1820,MOLX,Molex Inc.,Technology,Diversified Electronics,USA,5162.49,20.06,29.08,-0.03%,860950
1821,MON,Monsanto Co.,Basic Materials,Agricultural Chemicals,USA,55186.01,22.14,103.19,-0.25%,3986543
1822,MOO,Market Vectors Agribusiness ETF,Financial,Exchange Traded Fund,USA,,,51.35,0.55%,334783
1823,MOS,The Mosaic Company,Basic Materials,Agricultural Chemicals,USA,24132.93,12.68,56.69,-0.25%,3195357
1824,MOSY,"MoSys, Inc.",Technology,Semiconductor - Integrated Circuits,USA,163.07,,4.05,0.25%,338043
1825,MOV,"Movado Group, Inc.",Consumer Goods,"Recreational Goods, Other",USA,827.68,14.22,32.43,-0.18%,156619
1826,MOVE,"Move, Inc.",Technology,Internet Information Providers,USA,470.42,100.25,12.03,0.25%,222650
1827,MPAA,Motorcar Parts of America Inc.,Consumer Goods,Auto Parts,USA,137.7,,9.52,4.50%,322457
1828,MPC,Marathon Petroleum Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,24100.11,7.01,72.81,-1.33%,5782137
1829,MPG,"MPG Office Trust, Inc.",Financial,REIT - Office,USA,180.65,,3.11,0.00%,624421
1830,MPLX,MPLX LP,Basic Materials,Oil & Gas Pipelines,USA,2716.56,,36.76,-4.17%,835753
1831,MPO,"Midstates Petroleum Company, Inc.",Basic Materials,Independent Oil & Gas,USA,381.33,,5.81,-3.81%,809759
1832,MPW,Medical Properties Trust Inc.,Financial,REIT - Healthcare Facilities,USA,1971.88,20.66,14.05,-0.14%,2878991
1833,MPWR,Monolithic Power Systems Inc.,Technology,Semiconductor - Specialized,USA,875.65,57.5,24.15,0.00%,301553
1834,MPX,Marine Products Corp.,Industrial Goods,Diversified Machinery,USA,264.56,37.84,7.19,4.35%,49798
1835,MRC,MRC Global Inc.,Industrial Goods,Machine Tools & Accessories,USA,2783.07,21.91,27.39,0.51%,1727494
1836,MRCY,"Mercury Computer Systems, Inc.",Technology,Computer Peripherals,USA,285.42,,9.44,0.85%,229212
1837,MRGE,Merge Healthcare Incorporated,Technology,Healthcare Information Services,USA,320.02,,3.43,0.29%,449302
1838,MRIN,Marin Software Incorporated,Technology,Application Software,USA,76.67,,10.41,-0.76%,126692
1839,MRK,Merck & Co. Inc.,Healthcare,Drug Manufacturers - Major,USA,142034,23.98,47,1.49%,24287216
1840,MRNA,"Marina Biotech, Inc.",Healthcare,Biotechnology,USA,2.38,,0.26,0.00%,11134
1841,MRO,Marathon Oil Corporation,Basic Materials,Independent Oil & Gas,USA,24263.16,15.72,34.27,-0.06%,7445586
1842,MRTN,Marten Transport Ltd.,Services,Trucking,USA,338.45,11.68,15.3,-3.47%,294905
1843,MS,Morgan Stanley,Financial,Investment Brokerage - National,USA,47359.02,45.29,24.91,-0.95%,35670104
1844,MSA,Mine Safety Appliances Co.,Healthcare,Medical Appliances & Equipment,USA,1653.03,19.65,45,1.88%,315947
1845,MSB,Mesabi Trust,Financial,Diversified Investments,USA,243.51,8.25,18.56,-0.80%,33658
1846,MSCC,Microsemi Corp.,Technology,Semiconductor - Integrated Circuits,USA,1973.17,63.06,22.07,0.14%,976598
1847,MSCI,MSCI Inc.,Technology,Application Software,USA,3993.07,20.54,33.07,-1.14%,1180722
1848,MSFT,Microsoft Corporation,Technology,Business Software & Services,USA,278228.45,17.15,33.26,-0.67%,84649928
1849,MSG,The Madison Square Garden Company,Services,Entertainment - Diversified,USA,4439.91,33.53,58.01,-1.59%,542669
1850,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA,15322.59,17.66,55.82,0.58%,4303724
1851,MSM,MSC Industrial Direct Co. Inc.,Services,Industrial Equipment Wholesale,USA,4903.69,19.17,78.21,-0.29%,449587
1852,MSO,Martha Stewart Living Omnimedia Inc.,Services,Publishing - Periodicals,USA,163.4,,2.43,2.97%,210902
1853,MSPD,Mindspeed Technologies Inc.,Technology,Semiconductor Equipment & Materials,USA,121.15,,3.02,-3.51%,576075
1854,MSTR,MicroStrategy Inc.,Technology,Business Software & Services,USA,951.83,62.42,84.27,-2.74%,235812
1855,MTB,M&T Bank Corporation,Financial,Regional - Northeast Banks,USA,13564.83,13.25,106.25,1.87%,1392841
1856,MTDR,Matador Resources Company,Basic Materials,Independent Oil & Gas,USA,637.29,,11.53,3.22%,282654
1857,MTG,MGIC Investment Corp.,Financial,Property & Casualty Insurance,USA,1370.85,,5.9,-2.32%,23567264
1858,MTGE,American Capital Mortgage Investment Crp,Financial,REIT - Diversified,USA,882.45,3.09,18.59,-2.05%,2408060
1859,MTH,Meritage Homes Corporation,Industrial Goods,Residential Construction,USA,1541.46,13.54,43.06,-1.67%,1683229
1860,MTOR,"Meritor, Inc.",Consumer Goods,Auto Parts,USA,652.21,19.17,6.71,-2.75%,1019352
1861,MTRN,Materion Corporation,Basic Materials,Industrial Metals & Minerals,USA,569.78,22.8,27.82,-2.42%,206048
1862,MTRX,Matrix Service Co.,Industrial Goods,Heavy Construction,USA,420.53,23.07,16.15,1.70%,216265
1863,MTSC,MTS Systems Corp.,Technology,Scientific & Technical Instruments,USA,896.05,18.38,56.99,0.23%,96298
1864,MTSN,Mattson Technology Inc.,Technology,Semiconductor Equipment & Materials,USA,131.55,,2.24,0.45%,683132
1865,MTW,Manitowoc Co. Inc.,Industrial Goods,Farm & Construction Machinery,USA,2288.91,20.35,17.3,-3.57%,4301661
1866,MTX,Minerals Technologies Inc.,Basic Materials,Synthetics,USA,1454.43,19.7,41.56,0.02%,256458
1867,MTZ,"MasTec, Inc.",Industrial Goods,Heavy Construction,USA,2405.49,20.79,31.4,-1.54%,660630
1868,MU,Micron Technology Inc.,Technology,Semiconductor- Memory Chips,USA,14122.4,,13.9,2.66%,73273144
1869,MUB,iShares S&P National AMT-Free Muni Bd,Financial,Exchange Traded Fund,USA,,,102.29,-1.72%,947183
1870,MUR,Murphy Oil Corporation,Basic Materials,Independent Oil & Gas,USA,11694.75,13.35,61.29,0.23%,1816680
1871,MVC,"MVC Capital, Inc.",Financial,Diversified Investments,USA,300.72,421.33,12.64,-0.39%,144962
1872,MVIS,Microvision Inc.,Technology,Diversified Electronics,USA,68.15,,2.7,-3.57%,193253
1873,MVO,MV Oil Trust,Basic Materials,Oil & Gas Drilling & Exploration,USA,345,8.82,30,0.94%,49166
1874,MVV,ProShares Ultra MidCap400,Financial,Exchange Traded Fund,USA,,,91.32,-0.10%,132383
1875,MW,"The Men's Wearhouse, Inc.",Services,Apparel Stores,USA,1811.22,13.4,35.79,-1.19%,824603
1876,MWA,"Mueller Water Products, Inc.",Industrial Goods,Industrial Equipment & Components,USA,988.78,78.37,6.27,0.64%,4333819
1877,MWE,MarkWest Energy Partners LP,Basic Materials,Oil & Gas Drilling & Exploration,USA,8361.26,50.4,65.01,2.23%,1265078
1878,MWIV,"MWI Veterinary Supply, Inc.",Services,Medical Equipment Wholesale,USA,1550.03,26.3,122.3,0.64%,81212
1879,MWV,MeadWestvaco Corporation,Consumer Goods,Packaging & Containers,USA,6112.26,35.36,34.65,0.38%,1695497
1880,MWW,"Monster Worldwide, Inc.",Services,Advertising Agencies,USA,557.01,10,5,0.20%,2070623
1881,MXIM,Maxim Integrated Products Inc.,Technology,Semiconductor - Broad Line,USA,8162.79,18.83,27.87,1.86%,4746460
1882,MXL,"MaxLinear, Inc.",Technology,Semiconductor - Specialized,USA,211.63,84.62,6.77,5.95%,121715
1883,MXWL,Maxwell Technologies Inc.,Technology,Diversified Electronics,USA,195.4,19.43,6.8,2.87%,402763
1884,MYGN,Myriad Genetics Inc.,Services,Research Services,USA,2069.66,16.4,25.75,-1.64%,3359292
1885,MYL,"Mylan, Inc.",Healthcare,Drugs - Generic,USA,12040.62,20.55,30.63,0.91%,10175311
1886,MYRG,"MYR Group, Inc.",Industrial Goods,General Contractors,USA,416.11,12.28,20.14,2.97%,216407
1887,MYRX,"Myrexis, Inc.",Healthcare,Drugs - Generic,USA,2.01,,0.08,-6.25%,24061
1888,MZZ,ProShares UltraShort MidCap400,Financial,Exchange Traded Fund,USA,,,19.43,0.52%,85130
1889,N,NetSuite Inc.,Technology,Business Software & Services,USA,6194.57,,84.69,-1.01%,375416
1890,NANO,Nanometrics Incorporated,Technology,Semiconductor Equipment & Materials,USA,355.25,,15.22,1.20%,117541
1891,NATI,National Instruments Corporation,Technology,Technical & System Software,USA,3275.01,36.38,26.56,-0.78%,589240
1892,NATR,Nature's Sunshine Products Inc.,Healthcare,Drug Related Products,USA,258.06,11.33,16.31,1.43%,62468
1893,NAV,Navistar International Corporation,Consumer Goods,Trucks & Other Vehicles,USA,2170,,26.99,1.58%,2666006
1894,NAVB,"Navidea Biopharmaceuticals, Inc",Healthcare,Medical Appliances & Equipment,USA,283.27,,2.49,0.00%,586240
1895,NBIX,Neurocrine Biosciences Inc.,Healthcare,Drug Manufacturers - Major,USA,858.47,,12.89,4.12%,1878904
1896,NBL,"Noble Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,21279.52,22.52,59.44,1.11%,2651243
1897,NBTB,"NBT Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,762.06,14.74,20.93,0.96%,732432
1898,NCI,Navigant Consulting Inc.,Services,Management Services,USA,684.51,14.48,13.61,2.33%,382843
1899,NCMI,"National CineMedia, Inc.",Services,Marketing Services,USA,871.06,66.46,15.95,-2.15%,577584
1900,NCR,NCR Corp.,Technology,Information Technology Services,USA,5344.81,32.98,32.65,1.30%,1844074
1901,NCS,NCI Building Systems Inc.,Industrial Goods,General Building Materials,USA,306.58,,15.79,0.25%,221213
1902,NCT,Newcastle Investment Corp.,Financial,REIT - Diversified,USA,1175.69,1.75,5,-0.20%,8821317
1903,NDAQ,Nasdaq OMX Group Inc.,Financial,Diversified Investments,USA,5396.95,17.99,32.57,-0.55%,2770845
1904,NDRO,Enduro Royalty Trust,Basic Materials,Independent Oil & Gas,USA,532.29,9.72,16.13,1.13%,29722
1905,NDSN,Nordson Corporation,Industrial Goods,Diversified Machinery,USA,4345.46,18.98,67.56,0.00%,754498
1906,NEE,"NextEra Energy, Inc.",Utilities,Electric Utilities,USA,32976.93,21.46,78.33,1.29%,3173308
1907,NEM,Newmont Mining Corp.,Basic Materials,Gold,USA,14934.85,9.27,30.05,1.01%,14798431
1908,NEOG,Neogen Corp.,Healthcare,Diagnostic Substances,USA,1291.95,50.06,54.07,2.25%,162554
1909,NEON,"Neonode, Inc.",Technology,Diversified Electronics,USA,180.29,,5.38,4.06%,229923
1910,NES,"Nuverra Environmental Solutions, Inc.",Industrial Goods,Waste Management,USA,727.14,,3.05,-0.97%,3492902
1911,NEU,NewMarket Corp.,Basic Materials,Specialty Chemicals,USA,3587.98,14.94,268.24,-0.65%,91837
1912,NEWP,Newport Corp.,Services,Industrial Equipment Wholesale,USA,526.9,,13.65,1.49%,265352
1913,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Financial,Regional - Northeast Banks,USA,647.37,43.67,11.79,0.08%,614397
1914,NFG,National Fuel Gas Co.,Basic Materials,Independent Oil & Gas,USA,4860.48,19.87,58.21,-0.34%,649465
1915,NFLX,"Netflix, Inc.",Services,Music & Video Stores,USA,12140.33,516.43,216.9,-2.96%,3325220
1916,NFP,National Financial Partners Corp.,Financial,Insurance Brokers,USA,1011.25,38.3,25.28,0.00%,918416
1917,NFX,Newfield Exploration Co.,Basic Materials,Independent Oil & Gas,USA,3180.6,,23.56,1.33%,2667556
1918,NGL,NGL Energy Partners LP,Basic Materials,Oil & Gas Refining & Marketing,USA,1518.33,60.5,29.04,0.73%,62097
1919,NGLS,Targa Resources Partners LP,Basic Materials,Oil & Gas Pipelines,USA,4692.98,63.15,46.1,-0.45%,717325
1920,NGPC,NGP Capital Resources Company,Financial,Diversified Investments,USA,136.84,26.04,6.51,0.31%,113303
1921,NGS,Natural Gas Services Group Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,284.33,21.84,23.15,1.49%,60347
1922,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Services,Grocery Stores,USA,734.08,6.17,32.78,5.67%,107902
1923,NHI,National Health Investors Inc.,Financial,REIT - Healthcare Facilities,USA,1615.41,22.46,57.95,2.39%,195299
1924,NI,NiSource Inc.,Utilities,Diversified Utilities,USA,8730.03,19.76,28.06,1.59%,2842173
1925,NIB,iPath DJ-UBS Cocoa TR Sub-Idx ETN,Financial,Exchange Traded Fund,USA,,,28.79,-0.07%,42070
1926,NIHD,NII Holdings Inc.,Technology,Wireless Communications,USA,1073.7,,6.26,3.05%,7791090
1927,NILE,Blue Nile Inc.,Services,Jewelry Stores,USA,451.97,51.73,36.21,-1.84%,312838
1928,NJR,New Jersey Resources Corp.,Utilities,Gas Utilities,USA,1753.88,20.28,41.97,0.12%,491437
1929,NKA,Niska Gas Storage Partners LLC,Utilities,Gas Utilities,USA,966.4,,14.15,-1.12%,62114
1930,NKTR,Nektar Therapeutics,Healthcare,Biotechnology,USA,1267.82,,10.99,3.82%,2380248
1931,NKY,MAXIS Nikkei 225 Index ETF,Financial,Exchange Traded Fund,USA,,,16.37,4.00%,927150
1932,NLNK,NewLink Genetics Corporation,Healthcare,Biotechnology,USA,537.35,,22.52,3.87%,340790
1933,NLS,Nautilus Inc.,Consumer Goods,Sporting Goods,USA,241.22,22.97,7.81,-2.74%,420246
1934,NLSN,Nielsen Holdings N.V.,Technology,Information & Delivery Services,USA,12603.53,43.6,34.01,-1.25%,2486671
1935,NLST,Netlist Inc.,Technology,Semiconductor- Memory Chips,USA,27.49,,0.91,3.41%,82314
1936,NLY,"Annaly Capital Management, Inc.",Financial,REIT - Diversified,USA,11992.18,7.58,12.66,0.88%,26372004
1937,NMFC,New Mountain Finance Corporation,Conglomerates,Conglomerates,USA,356.26,7.83,14.1,-0.07%,879580
1938,NMRX,Numerex Corp.,Technology,Communication Equipment,USA,168.13,22.14,9.52,-5.93%,100601
1939,NNBR,NN Inc.,Industrial Goods,Machine Tools & Accessories,USA,174.02,8.18,10.14,-0.49%,169268
1940,NNI,Nelnet Inc.,Financial,Credit Services,USA,1675.96,8.39,35.92,-0.75%,289881
1941,NNN,"National Retail Properties, Inc.",Financial,REIT - Diversified,USA,3653.28,30.66,32.19,-2.93%,3200558
1942,NOC,Northrop Grumman Corporation,Industrial Goods,Aerospace/Defense - Major Diversified,USA,19349.34,10.39,81.85,-0.15%,2779528
1943,NOG,"Northern Oil and Gas, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,842.28,11.65,13.4,0.68%,970273
1944,NOR,Noranda Aluminum Holding Corp.,Basic Materials,Aluminum,USA,248.07,7.47,3.66,1.39%,1068528
1945,NOV,"National Oilwell Varco, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,29193.88,12.22,68.21,-0.50%,4204003
1946,NOW,"ServiceNow, Inc.",Technology,Information Technology Services,USA,5092.65,,39.24,2.37%,1674877
1947,NP,"Neenah Paper, Inc.",Consumer Goods,Paper & Paper Products,USA,507.66,12.25,31.84,0.66%,90800
1948,NPBC,National Penn Bancshares Inc.,Financial,Regional - Northeast Banks,USA,1432.14,26.62,9.85,1.13%,1331034
1949,NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,USA,1023.62,30.15,49.45,-0.26%,225932
1950,NPSP,"NPS Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1303.05,,14.74,3.73%,4839995
1951,NPTN,NeoPhotonics Corporation,Technology,Semiconductor - Broad Line,USA,259.88,,8.5,2.91%,267652
1952,NR,Newpark Resources Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,888.1,16.25,10.56,-3.39%,910102
1953,NRF,NorthStar Realty Finance Corp.,Financial,REIT - Retail,USA,1507.04,,8.53,0.35%,7446060
1954,NRG,"NRG Energy, Inc.",Utilities,Diversified Utilities,USA,8210.66,12.05,25.42,-0.08%,4420157
1955,NRGM,Inergy Midstream LLC,Basic Materials,Oil & Gas Pipelines,USA,1889.51,48.89,22,0.32%,1057052
1956,NRGY,"Inergy, L.P.",Basic Materials,Oil & Gas Pipelines,USA,2135.6,4.17,16.21,10.27%,2028017
1957,NRP,Natural Resource Partners LP,Basic Materials,Industrial Metals & Minerals,USA,2342.16,11.15,21.51,-4.53%,926398
1958,NRT,North European Oil Royalty Trust,Financial,Diversified Investments,USA,228.78,10.59,24.89,-0.23%,19018
1959,NRZ,New Residential Investment Corp.,Financial,REIT - Residential,USA,,,6.48,0.31%,3061669
1960,NSC,Norfolk Southern Corp.,Services,Railroads,USA,22927.05,13.14,72.9,-0.79%,3513425
1961,NSH,"NuStar GP Holdings, LLC",Basic Materials,Oil & Gas Pipelines,USA,1040.44,488.4,24.42,-1.57%,1564573
1962,NSIT,Insight Enterprises Inc.,Technology,Application Software,USA,784.41,9.34,17.56,0.17%,501551
1963,NSM,Nationstar Mortgage Holdings Inc.,Financial,Mortgage Investment,USA,3327.95,15.34,37.27,-6.73%,2774757
1964,NSP,"Insperity, Inc.",Services,Business Services,USA,765.33,19.96,30.74,0.65%,167446
1965,NSPH,"Nanosphere, Inc.",Healthcare,Medical Instruments & Supplies,USA,206.87,,3.7,2.78%,369148
1966,NSR,"NeuStar, Inc.",Technology,Diversified Communication Services,USA,3120.58,20.5,47.15,-0.72%,435213
1967,NTAP,"NetApp, Inc.",Technology,Data Storage Devices,USA,13616.04,27.51,37.97,-0.89%,8986435
1968,NTCT,"NetScout Systems, Inc.",Technology,Business Software & Services,USA,995.21,24.97,23.97,-0.37%,265863
1969,NTGR,Netgear Inc.,Technology,Communication Equipment,USA,1276.74,16.78,33.22,4.53%,924088
1970,NTI,Northern Tier Energy LP,Basic Materials,Oil & Gas Refining & Marketing,USA,2294.65,5.22,24.96,-3.07%,1286990
1971,NTLS,NTELOS Holdings Corp.,Technology,Wireless Communications,USA,327.4,21.11,15.62,1.10%,325015
1972,NTRI,"Nutrisystem, Inc.",Services,Consumer Services,USA,298.96,359,10.77,6.21%,1098170
1973,NTRS,Northern Trust Corporation,Financial,Asset Management,USA,13869.35,20.49,57.99,-0.21%,2569098
1974,NTSP,"Netspend Holdings, Inc.",Services,Business Services,USA,1110.93,38.05,15.98,0.00%,991842
1975,NTWK,"NetSol Technologies, Inc.",Technology,Application Software,USA,85.23,11.52,10.71,0.47%,101851
1976,NU,Northeast Utilities,Utilities,Diversified Utilities,USA,12721.8,19.41,40.37,1.92%,2724887
1977,NUAN,"Nuance Communications, Inc.",Technology,Application Software,USA,5836.25,40.22,18.5,-0.11%,5749130
1978,NUE,Nucor Corporation,Basic Materials,Steel & Iron,USA,14022.18,31.65,44,0.00%,2741253
1979,NUGT,Direxion Daily Gold Miners Bull 3X Shrs,Financial,Exchange Traded Fund,USA,,,6.32,2.10%,24542184
1980,NUS,Nu Skin Enterprises Inc.,Consumer Goods,Personal Products,USA,3432.85,15.99,58.83,-1.31%,838535
